@id,accessScheme,contentType,parentPid,publishScheme,hasData_checksum_checksumValue,hasData_fileLabel,hasData_format,hasData_size,isDescribedBy_created,isDescribedBy_createdBy
frl:6511451,public,file,frl:6511450,public,7a4c1beba7eae2d5301c6450514cc4f7,Food Science   Nutrition - 2024 - Molavi Vasei - The Impact of Vitamin E Supplementation on Oxidative Stress  Cognitive.pdf,application/pdf,2304034,2025-05-21T11:22:07.653+0200,286.0
frl:6511453,public,file,frl:6511452,public,952b550f76316f3519921f991b59aaf1,Food Science   Nutrition - 2024 - Hao - Investigating the Skin Health Benefits of Rosa roxburghii  Punica granatum and Rose.pdf,application/pdf,774851,2025-05-21T11:37:04.774+0200,286.0
frl:6511454,public,file,frl:6511445,public,ced81cb4acf157427c13a57b14ddc450,Alzheimer s Dementia - 2024 - Fang - Risk factors and clinical significance of post‐stroke incident ischemic lesions.pdf,application/pdf,1190761,2025-05-21T11:54:43.411+0200,242.0
frl:6511456,public,file,frl:6511455,public,f252ccc4c00fda915d9b16a38c660ecd,Food Science   Nutrition - 2024 - Ullah - Sea conch  Rapana venosa  peptide hydrolysate regulates NF‐ B pathway and.pdf,application/pdf,6040113,2025-05-21T12:27:11.619+0200,286.0
frl:6511458,public,file,frl:6511457,public,080cc26808c5bfe7a776af418d285cde,Exploring-the-interlinkages-between-water-and-energy-use-in-the....pdf,application/pdf,990443,2025-05-21T14:43:01.192+0200,333.0
frl:6511460,public,file,frl:6511459,public,74ecc109772fb217eacdc07a3bcaf157,1-s2.0-S0168192325001042-main.pdf,application/pdf,5370988,2025-05-21T14:51:18.438+0200,333.0
frl:6511462,public,file,frl:6511461,public,8be8b2d6d8d83977f805210ac41e297a,imag_a_00317-2.pdf,application/pdf,8316526,2025-05-22T11:07:56.708+0200,242.0
frl:6511464,public,file,frl:6511463,public,a608f16ebc31a61c6e712fe72435a3f3,1-s2.0-S0167880924004420-main.pdf,application/pdf,7286174,2025-05-22T13:48:09.508+0200,333.0
frl:6511466,public,file,frl:6511465,public,6a83dbb9530be59f3991bdd9f528c835,1-s2.0-S0921800924003689-main.pdf,application/pdf,3462799,2025-05-22T13:57:08.952+0200,333.0
frl:6511500,public,file,frl:6510673,public,1b10ab34f00a115486d1f53d7649a35d,SVR Gutachten 2025.pdf,application/pdf,3502552,2025-05-23T07:47:50.239+0200,339.0
frl:6511502,public,file,frl:6511168,public,06b68c871f9b021c42fc4a592fafa4fb,Abstract Book ISHAM 2025.pdf,application/pdf,15063584,2025-05-26T07:47:30.178+0200,288.0
frl:6511503,private,file,frl:6511314,public,94090b71459188428ef67a7177f003da,DOI-10.4126FRL01-006511314-PMQM125-p10-13-BAM-Berk-Bonaventura Kopie.pdf,application/pdf,382892,2025-05-26T08:42:07.270+0200,339.0
frl:6511505,public,file,frl:6511504,public,426bdc998bdce40985a39c4b7ea20114,s41348-024-01014-9.pdf,application/pdf,996037,2025-05-26T09:20:46.427+0200,333.0
frl:6511506,private,file,frl:6511315,public,ec8cb9579de41e1d3918f6b43749694d,DOI-10.4126FRL01-006511315-PMQM125-p22-29-KI-Interview Kopie.pdf,application/pdf,477050,2025-05-26T09:36:39.910+0200,288.0
frl:6511507,private,file,frl:6511316,public,88cc6676a0ece6e6fa19c8a743904402,DOI-10.4126FRL01-006511316-PMQM125-p30-33-KF-Groneberg Kopie.pdf,application/pdf,457755,2025-05-26T09:43:58.929+0200,288.0
frl:6511508,private,file,frl:6511317,public,9f2f3172eef1d3b2d6e1205798ff280d,DOI-10.4126FRL01-006511317-PMQM125-p34-41-PM-Klueglich Kopie.pdf,application/pdf,406327,2025-05-26T09:53:55.408+0200,288.0
frl:6511509,private,file,frl:6511318,public,27f94bb60ac3ece2cdf59b789a4cfe42,DOI-10.4126FRL01-006511318-PMQM125-p42-45-MA-KPI-Moeller Kopie.pdf,application/pdf,263292,2025-05-26T09:58:55.969+0200,288.0
frl:6511510,private,file,frl:6511319,public,7af4b939342b9add0887d0f29cab7314,DOI-10.4126FRL01-006511319-PMQM125-p46-54-F+E-Kratzmann-et-al Kopie.pdf,application/pdf,637561,2025-05-26T10:05:36.737+0200,288.0
frl:6511511,private,file,frl:6511320,public,11f45a95945473ddf0eeedbe8e652e37,DOI-10.4126FRL01-006511320-PMQM125-p56-63-MA-Patient-Moeller-et-al Kopie.pdf,application/pdf,387748,2025-05-26T10:13:40.222+0200,288.0
frl:6511512,private,file,frl:6511321,public,b1560cd91d14188f050898d9ccdf90f7,DOI-10.4126FRL01-006511321-PMQM125-p76-94-MA-Future-Moeller-et-al Kopie.pdf,application/pdf,2054216,2025-05-26T11:53:15.450+0200,288.0
frl:6511517,public,file,frl:6511516,public,1940d564d16e734c7823b888bef50ca0,ycaf020.pdf,application/pdf,1347144,2025-05-26T13:18:58.471+0200,333.0
frl:6511519,public,file,frl:6511518,public,63a06358570d1bb85c2c50eb6e7aa264,1-s2.0-S0167880925000660-main.pdf,application/pdf,25511893,2025-05-26T13:29:34.953+0200,333.0
frl:6511520,public,file,frl:6511501,public,c58ff12d8e59014e73a09e7ee094e586,s13195-024-01603-8.pdf,application/pdf,6130045,2025-05-26T13:34:07.563+0200,242.0
frl:6511521,public,file,frl:6510615,public,3a390875789a88da244a519c065f1704,20250502-bisp-seb2023-dina5-v17_id_3969_01_bf.pdf,application/pdf,3634867,2025-05-26T13:46:59.180+0200,339.0
frl:6511523,public,file,frl:6511522,public,c09919d9176afabef4dc7f7a9fa96774,Agrosystems Geosci Env - 2025 - Hossain - Nitrogen‐based proximal sensing and data fusion for management zone delineation.pdf,application/pdf,3541774,2025-05-26T13:48:10.520+0200,333.0
frl:6511525,public,file,frl:6511524,public,fd4f08b69d254b89da3a5aaf1211d185,PK-252-163_article-141635_en_1.pdf,application/pdf,7207920,2025-05-26T14:23:12.302+0200,333.0
frl:6511527,public,file,frl:6511526,public,c7e0ad003a542a2fdb76cb331d962404,data-10-00032.pdf,application/pdf,1385707,2025-05-26T14:32:22.662+0200,333.0
frl:6511529,public,file,frl:6511528,public,f429db17827e09c60b108f8c78673949,fsufs-3-1524997.pdf,application/pdf,1711800,2025-05-26T14:44:07.589+0200,333.0
frl:6511531,public,file,frl:6511530,public,6aeffc022135fae48563d1677f898e21,1-s2.0-S0167880925000799-main.pdf,application/pdf,2718008,2025-05-26T14:53:05.200+0200,333.0
frl:6511533,public,file,frl:6511532,public,7e302ef522e3f2cd1694658f08548ece,cagri240134.pdf,application/pdf,1217891,2025-05-26T15:00:44.249+0200,333.0
frl:6511535,public,file,frl:6511534,public,73d8f4d3fe2dc63e9dfddc1f68b8c255,1-s2.0-S0006320725000369-main.pdf,application/pdf,4421406,2025-05-26T15:09:02.602+0200,333.0
frl:6511537,public,file,frl:6511536,public,c3995004894d1a7fe0d8449f1d66ddb5,fenvs-1-1417971.pdf,application/pdf,1934978,2025-05-26T15:17:39.238+0200,333.0
frl:6511563,public,file,frl:6511515,public,b9bf98d2201fb6ccea3e87794096c9e2,Promotion_Jonathan D.S. Nübel_2024.pdf,application/pdf,735577,2025-05-27T07:36:58.552+0200,339.0
frl:6511574,public,file,frl:6511573,public,8df020e2641dc8859c044108254c6a63,Food Science   Nutrition - 2025 - Mao - Association of Dietary Intake of Vitamin A With Adolescent Hypertension  A.pdf,application/pdf,720708,2025-05-27T11:15:27.139+0200,286.0
frl:6511576,public,file,frl:6511575,public,4ca0867b2e41577d5247e9803872a380,Food Science   Nutrition - 2025 - Li - The Improvement Effects of Sika Deer Antler Protein in an Alzheimer s Disease Mouse.pdf,application/pdf,16004575,2025-05-27T12:07:39.527+0200,286.0
frl:6511578,public,file,frl:6511577,public,672ef6100a5eceba5b58b44483610738,Food Science   Nutrition - 2025 - Cao - Association Between Sugar‐Sweetened Beverage Consumption and Frailty Among Older.pdf,application/pdf,275026,2025-05-27T12:53:12.284+0200,286.0
frl:6511583,public,file,frl:6511582,public,fe12679cd7a542b6440df8c70926a077,s41598-024-81986-8.pdf,application/pdf,4190475,2025-05-28T11:11:37.625+0200,333.0
frl:6511600,public,file,frl:6511376,public,b6d1ffe07a9ea5ae76356f9927400b9e,QUERgesund final.pdf,application/pdf,1812766,2025-05-28T15:56:46.099+0200,339.0
frl:6511601,public,file,frl:6511599,public,5fb0b92652138fce8e43d1e232a90d8d,hess-29-313-2025.pdf,application/pdf,10591501,2025-05-28T15:59:16.263+0200,333.0
frl:6511603,public,file,frl:6511602,public,0f629c5ad566e35ac9b69b722b0ad735,Food Science   Nutrition - 2025 - Li - Genetically Predicted Gut Microbiota Mediate the Association Between Fatty Acids and.pdf,application/pdf,980215,2025-05-30T11:42:14.446+0200,286.0
frl:6511605,public,file,frl:6511604,public,962a1d93cd2b0154f30838311abd0145,Food Science   Nutrition - 2025 - Bou Malhab - Exploring the Anticancer Effect of Artemisia herba‐alba on Colorectal Cancer.pdf,application/pdf,2699979,2025-05-30T12:21:38.712+0200,286.0
frl:6511609,public,file,frl:6511346,public,43aaa5e454dfe7083995d4374ce43664,VACCELERATE WEBINAR Data Interoperability in COVID-19 Vaccine Trials.mp4,video/mp4,107503474,2025-06-02T10:31:28.589+0200,288.0
frl:6511611,public,file,frl:6511610,public,8f138c791dbf50ab08caaa08bd95662b,Food Science   Nutrition - 2025 - Nguyen - Optimizing Printability of Rice Protein‐Based Formulations Using Extrusion‐Based.pdf,application/pdf,2157344,2025-06-02T10:42:18.058+0200,286.0
frl:6511613,public,file,frl:6511612,public,cb1d66d3a5a214b98bed247871a919a3,Food Science   Nutrition - 2025 - Majeed - Role of Seed Therapy on Estrous and Non‐Estrous Cycle in Healthy Female Rats.pdf,application/pdf,1484581,2025-06-02T11:17:23.797+0200,286.0
frl:6511616,public,file,frl:6511615,public,7050d41a4967bf089a835524393b3159,Food Science   Nutrition - 2025 - Qi - Causal Relationship Between Circulating Metabolites and Sarcopenia‐Related Traits  A.pdf,application/pdf,5594737,2025-06-02T12:45:32.886+0200,286.0
frl:6511618,public,file,frl:6511617,public,ca84c4de5a7b6ca9bb99b235326c4efa,Jayakodi-Nature-2024.pdf,application/pdf,14760065,2025-06-02T15:51:33.938+0200,325.0
frl:6511620,public,file,frl:6511619,public,3201146ca75d8401737ffd6522001c87,Hydrological Processes - 2025 - Kröcher - Unravelling Regional Water Balance Dynamics in Anthropogenically Shaped Lowlands .pdf,application/pdf,2842348,2025-06-03T08:41:02.679+0200,333.0
frl:6511622,public,file,frl:6511621,public,60f8181200a4562977757b0d5b709422,1-s2.0-S2666049024000367-main.pdf,application/pdf,1853456,2025-06-03T08:52:22.032+0200,333.0
frl:6511624,public,file,frl:6511623,public,444f82112a1e4ceab4954f673f2bcdc9,1-s2.0-S0743016724003644-main.pdf,application/pdf,8750120,2025-06-03T10:22:57.419+0200,333.0
frl:6511626,public,file,frl:6511625,public,1e1e5ce675cd29d3f239fd0854deb13c,fsufs-1-1507540.pdf,application/pdf,784259,2025-06-03T10:34:51.645+0200,333.0
frl:6511628,public,file,frl:6511627,public,7df78f0cbb1233e9bba69e155470bfcb,agriculture-15-00060.pdf,application/pdf,1860623,2025-06-03T11:02:55.313+0200,333.0
frl:6511630,public,file,frl:6511629,public,ad59c7496366138b5c74eca1bbe03c98,1-s2.0-S0378429024004489-main.pdf,application/pdf,7389867,2025-06-03T11:54:44.064+0200,333.0
frl:6511632,public,file,frl:6511631,public,f3c23861a1b74878fee41e73a9522ac2,Badr-Sci Rep-2025.pdf,application/pdf,3588095,2025-06-03T11:55:32.140+0200,325.0
frl:6511635,public,file,frl:6511633,public,98002a93f7d7597214b4d000fd9f3c3c,1-s2.0-S1364815224003529-main.pdf,application/pdf,5662215,2025-06-03T12:11:31.464+0200,333.0
frl:6511637,public,file,frl:6511636,public,642368052afdd599b7ffdfd29810cf05,1-s2.0-S0308521X2400372X-main.pdf,application/pdf,5336821,2025-06-03T12:39:09.485+0200,333.0
frl:6511639,public,file,frl:6511638,public,3ad6f69ac5567fdfe6dc183ac186a176,journal.pone.0325319.pdf,application/pdf,374645,2025-06-03T14:05:33.706+0200,337.0
frl:6511642,public,file,frl:6511641,public,7865f5fd055d7b317fa5d4915bf113a2,journal.pone.0325033.pdf,application/pdf,3110902,2025-06-03T14:15:59.572+0200,337.0
frl:6511644,public,file,frl:6511643,public,e808e3083c994fc31883927e0bc870f4,journal.pone.0324748.pdf,application/pdf,363202,2025-06-03T14:21:20.785+0200,337.0
frl:6511646,public,file,frl:6511645,public,3ae86773c0154e9d5bc889323de28f86,journal.pone.0324105.pdf,application/pdf,2565118,2025-06-03T14:34:36.790+0200,337.0
frl:6511647,public,file,frl:6510903,public,945409566082e83d1a26a6f5dff9e1e8,s41597-025-04688-4.pdf,application/pdf,2500129,2025-06-03T14:38:40.908+0200,317.0
frl:6511649,public,file,frl:6511648,public,024e9de57523ceb65c226cb94d176e08,journal.pone.0323628.pdf,application/pdf,1092074,2025-06-03T15:11:09.282+0200,337.0
frl:6511668,public,file,frl:6511606,public,c50e76511280dc44d0209434ed31c5a3,Global Guideline for the Diagnosis and Management of Candidiasis_ Species ID.mp4,video/mp4,25138568,2025-06-05T09:47:36.218+0200,288.0
frl:6511669,public,file,frl:6511608,public,e974ac8f54df27482f45772e62045c78,Clinical Trials for the Development of New Antifungals-  Unlocking the Basics.mp4,video/mp4,25882572,2025-06-05T09:53:14.072+0200,288.0
frl:6511670,public,file,frl:6511614,public,f51c4045ed2eb074fbec815fbf321938,VACCELERATE WEBINAR May 22 2024_ Willingness of medical students to participate in trials.mp4,video/mp4,87053869,2025-06-05T09:58:11.315+0200,288.0
frl:6511673,public,file,frl:6511672,public,c74efbccfff0c61ef9d84cc99f673f14,Food Science   Nutrition - 2025 - Tanveer - Novel Transfer Learning Approach for Detecting Infected and Healthy Maize Crop.pdf,application/pdf,866663,2025-06-05T11:35:56.200+0200,286.0
frl:6511676,public,file,frl:6511674,public,06bf235f81e26d6041a00998d6cb5ad4,Food Science   Nutrition - 2025 - Arioglu‐Tuncil - Coconut  Cocos nucifera L   and Carob  Ceratonia siliqua L   Flours.pdf,application/pdf,2641728,2025-06-05T11:53:29.222+0200,286.0
frl:6511685,public,file,frl:6511684,public,fc72e1b99e77db111266f0dcfec48acf,Food Science   Nutrition - 2024 - Metin - The relationship between emotional eating  mindful eating  and depression in.pdf,application/pdf,364809,2025-06-05T12:19:27.356+0200,286.0
frl:6511687,public,file,frl:6511686,public,1d7c722319d81321fef51daade592f85,Food Science   Nutrition - 2024 - Soodbar - Physicochemical  Antioxidant Characteristics and Sensory Evaluation of.pdf,application/pdf,368018,2025-06-05T12:34:23.252+0200,286.0
frl:6511689,public,file,frl:6511607,public,d259499a149fd64e70f3278bec77d749,How to Build a Network.mp4,video/mp4,19390470,2025-06-10T10:48:55.515+0200,339.0
frl:6511690,public,file,frl:6511688,public,80dd533bd4b03af761b9d176c4a3f9ae,awae118-1.pdf,application/pdf,1088175,2025-06-10T11:44:25.748+0200,242.0
frl:6511692,public,file,frl:6511691,public,93e3ad5292333ecb47edc3c8d9391429,LfULG_Schriftenreihe_3_2025.pdf,application/pdf,14500983,2025-06-10T16:14:58.677+0200,18.0
frl:6511694,public,file,frl:6511693,public,9e21ad7cae1d940033c0e848d580fdc1,LfULG_Schriftenreihe_6_2025.pdf,application/pdf,12553626,2025-06-10T16:49:48.842+0200,18.0
frl:6511695,public,file,frl:6511251,public,9709c1308f6a61fdbf1f1f32560b121b,Research Report_Publisso_Benjamin Götte.pdf,application/pdf,1735374,2025-06-11T11:44:18.241+0200,339.0
frl:6511696,public,file,frl:6511640,public,6f955d8c9cac617cde48498fea8df304,ENG whatisavaccine (1).mp4,video/mp4,29046887,2025-06-11T12:27:44.861+0200,339.0
frl:6511832,public,file,frl:6511698,public,682bdc3c4229efe7aecfe8ee444c64e7,1-s2.0-S1364815223002530-main.pdf,application/pdf,4302375,2025-06-12T12:00:07.232+0200,317.0
frl:6511833,public,file,frl:6511252,public,8ec4949427f2c520f9d7acdc3c403230,Standard UKK_Febrile Neutropenia Deutsch_without phone.pdf,application/pdf,1020819,2025-06-12T13:06:09.047+0200,339.0
frl:6511838,public,file,frl:6511837,public,4dc106c535086f17fdb25cd3eb9c2c78,1-s2.0-S0022395625003759-main.pdf,application/pdf,1276453,2025-06-16T13:14:13.029+0200,242.0
frl:6511839,public,file,frl:6511824,public,7e40359e708cd95f8bae71a48c1fa02a,2024.04.03.587943v2.full.pdf,application/pdf,1143008,2025-06-17T10:39:29.871+0200,317.0
frl:6511840,public,file,frl:6511740,public,f00ecb21af06849753669ae278b0020d,Ecology and Evolution - 2024 - Kürschner - Resource asynchrony and landscape homogenization as drivers of virulence.pdf,application/pdf,8025266,2025-06-17T10:43:08.984+0200,317.0
frl:6511842,public,file,frl:6511743,public,7149079d72d1a4d9b1ca3c471cb89e5d,Ecology and Evolution - 2024 - Lerma - Variations in inter‐specific and sex‐related niche partitioning in pelagic boobies.pdf,application/pdf,4164453,2025-06-17T10:49:08.284+0200,317.0
frl:6511843,public,file,frl:6511744,public,6e57424a0cf9a664728c1ec5a90c6854,Molecular Ecology Resources - 2024 - Li - Nucleic acid degradation after long‐term dried blood spot storage.pdf,application/pdf,1575027,2025-06-17T10:52:50.293+0200,317.0
frl:6511844,public,file,frl:6511746,public,6000c97dcb1fa7ae8653526b2381f124,ajol-file-journals_90_articles_272202_66725d38f0a95.pdf,application/pdf,883983,2025-06-17T10:57:44.883+0200,317.0
frl:6511845,public,file,frl:6511747,public,dcde7db268a3fb48a276770e9102e29b,1-s2.0-S2773093X24000242-main.pdf,application/pdf,2958832,2025-06-17T12:17:58.274+0200,317.0
frl:6511846,public,file,frl:6511749,public,fb1258361271ad7c1d5471c315c7fd34,s44185-024-00061-7.pdf,application/pdf,2956795,2025-06-17T12:21:46.579+0200,317.0
frl:6511847,public,file,frl:6511750,public,5d5a63a098035af321f9346f463699e5,wassenaar-et-al-2024-isotopes-reveal-the-moderating-role-of-ammonium-on-global-riverine-water-nitrogen-cycling.pdf,application/pdf,2723318,2025-06-17T12:24:41.480+0200,317.0
frl:6511848,public,file,frl:6511751,public,02d10411ee9fd7c81109e5aea2b2fcd9,s44185-024-00054-6.pdf,application/pdf,2312605,2025-06-17T12:38:08.587+0200,317.0
frl:6511851,public,file,frl:6511850,public,b68674f9e687fd078ebb47f02cd39eef,1-s2.0-S1053811925002988-main-1.pdf,application/pdf,2531998,2025-06-19T11:29:27.332+0200,242.0
frl:6511852,public,file,frl:6511763,public,d54cb2592874788063fbaf136e6ded09,Developmental Dynamics - 2024 - Newton - Embryology of the fat‐tailed dunnart Sminthopsis crassicaudata A marsupial.pdf,application/pdf,6332329,2025-06-20T09:16:56.990+0200,317.0
frl:6511854,public,file,frl:6511769,public,aa489dcee4030fb0a4cec9bf79b5f3c1,Ecology and Evolution - 2024 - Paces - Trophic position determines the persistence of neotropical understory birds after.pdf,application/pdf,2339150,2025-06-20T09:23:42.610+0200,317.0
frl:6511855,public,file,frl:6511765,public,2ae27b2552074fb449119d6f0f2d264f,Ecology and Evolution - 2024 - Nguyen - First record of a mixed species association between Hatinh langur Trachypithecus.pdf,application/pdf,10688365,2025-06-20T09:25:55.823+0200,317.0
frl:6511856,public,file,frl:6511800,public,4a4b5ab40798fcbca8dee502715c3e54,Ecology and Evolution - 2024 - Sollmann - Spatio‐temporal metapopulation trends The coconut crabs of Zanzibar.pdf,application/pdf,18232435,2025-06-20T09:28:02.774+0200,317.0
frl:6511857,public,file,frl:6511797,public,5dc08fb4ab6bf19749a3223be02345b2,Ecosphere - 2024 - Sollmann - Estimating the temporal scale of lagged responses in species abundance and occurrence.pdf,application/pdf,1335196,2025-06-20T09:30:22.621+0200,317.0
frl:6511858,public,file,frl:6511754,public,cf91c94f144c15a91c90a5f8063eead6,Ecology - 2024 - Mendes - CamTrapAsia A dataset of tropical forest vertebrate communities from 239 camera trapping studies.pdf,application/pdf,512739,2025-06-20T09:33:38.784+0200,317.0
frl:6511859,public,file,frl:6511815,public,bcc41cfef154c26cce33062300c70634,J of Extracellular Vesicle - 2024 - Welsh - Minimal information for studies of extracellular vesicles MISEV2023 From.pdf,application/pdf,2580255,2025-06-20T09:36:08.291+0200,317.0
frl:6511860,public,file,frl:6511730,public,9933f4444ae0e23cd79c16df34f1a482,People and Nature - 2024 - Hohm - Reintroduced but not accepted Stakeholder perceptions of beavers in Germany.pdf,application/pdf,13638805,2025-06-20T09:38:29.469+0200,317.0
frl:6511861,public,file,frl:6511758,public,5ab560f4224b9dc721882457cc10c626,People and Nature - 2024 - Moesch - The frequent five Insights from interviews with urban wildlife professionals in.pdf,application/pdf,6612205,2025-06-20T10:27:08.243+0200,317.0
frl:6511862,public,file,frl:6511761,public,c9687763c5845da24a7622fdd40e5685,Remote Sens Ecol Conserv - 2023 - Mugerwa - Global disparity of camera trap research allocation and defaunation risk of.pdf,application/pdf,4255713,2025-06-20T10:29:32.851+0200,317.0
frl:6511863,public,file,frl:6511721,public,c2d9edbce9ce0394adaeb26adb5482fd,Veterinary Record - 2024 - Feyer - Neurological examination of clinically healthy pigeons Columba livia domestica mute.pdf,application/pdf,737090,2025-06-20T10:33:31.857+0200,317.0
frl:6511864,public,file,frl:6511774,public,50b82a5cf3690211ba879b4a718a8b52,Wildlife Biology - 2024 - Planillo - Habitat and density effects on the demography of an expanding wolf population in.pdf,application/pdf,880434,2025-06-20T10:36:10.001+0200,317.0
frl:6511865,public,file,frl:6511819,public,061c49a4ce464010ce02d26b362c0cef,Wildlife Biology - 2024 - Alexiou - Multi‐species occupancy modeling of ground‐dwelling mammals in central Laos a case.pdf,application/pdf,2089618,2025-06-20T10:39:50.751+0200,317.0
frl:6511866,public,file,frl:6511732,public,0c872767d151037f42193e05b4636687,Zoo Biology - 2024 - Huijsmans - Elephant Gestation Insights Into Idiopathic Abortions and Stillbirth.pdf,application/pdf,468602,2025-06-20T10:41:58.154+0200,317.0
frl:6511867,public,file,frl:6511789,public,939840797e8b69571be32a24e6d0e3e1,s00265-024-03483-2.pdf,application/pdf,1362960,2025-06-20T10:46:48.374+0200,317.0
frl:6511868,public,file,frl:6511733,public,1efd4f118cfe561687b52c86d8fdb153,s00418-024-02273-1.pdf,application/pdf,7180667,2025-06-20T11:35:06.087+0200,317.0
frl:6511870,public,file,frl:6511869,public,d68625ca04c5c759e5e13811b97af38f,journal.pone.0326216.pdf,application/pdf,1237129,2025-06-23T10:44:43.714+0200,317.0
frl:6511871,public,file,frl:6511250,public,d31d617fb2133eb6e15ff391f7d9e8dc,Final Report Scho 1231_7 DIALOG Section 1-4 for open access_DOI.pdf,application/pdf,850369,2025-06-23T14:28:59.155+0200,339.0
frl:6511872,public,file,frl:6511710,public,6aefd9f8d6a3e030344afc36405aace6,s10531-024-02958-y.pdf,application/pdf,1051622,2025-06-24T08:50:10.339+0200,317.0
frl:6511873,public,file,frl:6511719,public,345464e204e3cbcd871b149a9930f524,s10592-024-01611-z.pdf,application/pdf,1964096,2025-06-24T08:52:43.634+0200,317.0
frl:6511874,public,file,frl:6511709,public,1afe2f28cc57de825c58d2b2472f79ce,s10980-024-01795-2.pdf,application/pdf,3817173,2025-06-24T08:56:17.996+0200,317.0
frl:6511875,public,file,frl:6511759,public,1c63ea39adf039e3aec14781238c1c2c,1-s2.0-S1439179124000379-main.pdf,application/pdf,2703924,2025-06-24T09:06:00.439+0200,317.0
frl:6511876,public,file,frl:6511831,public,67293a28585252dabc2a18571c146291,1-s2.0-S0006320724004002-main.pdf,application/pdf,7077513,2025-06-24T09:09:43.673+0200,317.0
frl:6511877,public,file,frl:6511807,public,ce0d241a0f0461a763ec9f2fd8a48af8,1-s2.0-S1879625724000415-main.pdf,application/pdf,1092656,2025-06-24T09:14:39.720+0200,317.0
frl:6511878,public,file,frl:6511704,public,e1907b91352f64035ab8a29985e811e0,1-s2.0-S0011224024001111-main.pdf,application/pdf,896669,2025-06-24T09:17:10.760+0200,317.0
frl:6511879,public,file,frl:6511821,public,3bffb053a4aede4afb121f6b6e224188,1-s2.0-S0304380024003296-main.pdf,application/pdf,4117186,2025-06-24T09:20:14.796+0200,317.0
frl:6511881,public,file,frl:6511880,public,0906bbba524f248ae81128594842fe04,Food Science   Nutrition - 2024 - Liu - Evaluation of Safety and Probiotic Properties of Weissella spp  in Fermented.pdf,application/pdf,2237158,2025-06-24T11:51:45.284+0200,286.0
frl:6511883,public,file,frl:6511882,public,b35c0942f089adf6d99d0d78308b8227,Food Science   Nutrition - 2024 - Ryu - Sea Hare Hydrolysate Reduces PD‐L1 Levels in Cancer Cells and Mitigates Rheumatoid.pdf,application/pdf,3601040,2025-06-24T12:25:45.852+0200,286.0
frl:6511884,public,file,frl:6511703,public,a4ef9687e6fdc33c2c743defbbaaafc0,1-s2.0-S1364815224000641-main.pdf,application/pdf,2304632,2025-06-24T12:35:15.039+0200,317.0
frl:6511885,public,file,frl:6511777,public,d9b4646c674e0334a346dab707afe7a3,1-s2.0-S2352249624000065-main.pdf,application/pdf,4015944,2025-06-24T12:38:26.827+0200,317.0
frl:6511886,public,file,frl:6511718,public,1652c5c9b4c5882d1ec95c5cad93e293,1-s2.0-S2351989423004171-main.pdf,application/pdf,2134205,2025-06-24T12:40:51.008+0200,317.0
frl:6511887,public,file,frl:6511771,public,c9904346abee37e72560257b94fc1b9b,1-s2.0-S2351989424001665-main.pdf,application/pdf,6895332,2025-06-24T12:43:09.831+0200,317.0
frl:6511888,public,file,frl:6511783,public,adb07ac393668cf8d4b514032759343b,1-s2.0-S2351989424003160-main.pdf,application/pdf,3890900,2025-06-24T12:45:51.330+0200,317.0
frl:6511889,public,file,frl:6511717,public,6bcafe0e427a3a5a374476abc28445e6,1-s2.0-S2213224424000257-main.pdf,application/pdf,7668230,2025-06-24T12:48:11.655+0200,317.0
frl:6511891,public,file,frl:6511890,public,9d58ec8d63d2fe01afb8b8fec142b0a7,Food Science   Nutrition - 2024 - Senila - Essential and Nonessential Elements  Lipids and Volatile Compounds in Coffee and.pdf,application/pdf,396972,2025-06-24T12:51:37.605+0200,286.0
frl:6511893,public,file,frl:6511892,public,5170268ca776da911b7d91050cca36d2,Food Science   Nutrition - 2024 - Amooyi - The Effects of Adding Probiotic  Alone and in Combination With Zinc  to Routine.pdf,application/pdf,249352,2025-06-24T13:24:22.096+0200,286.0
frl:6511897,public,file,frl:6511253,public,515cb9dd107946a42d270b0a7bf4a30a,FAIRagro_Trainingskonzept_DE.pdf,application/pdf,1446406,2025-06-25T11:22:47.644+0200,338.0
frl:6511898,public,file,frl:6511849,public,664f13cecb52fb947538a281994acd3a,FAIRagro_TrainingConcept_EN.pdf,application/pdf,1220478,2025-06-25T11:25:29.618+0200,338.0
frl:6511900,public,file,frl:6511899,public,56e8b84a2c777d52cab7ab5913928b28,Shi-et-al_2024_Association of circulating fatty acids with cardiovascular disease risk.pdf,application/pdf,1167190,2025-06-25T15:09:24.990+0200,266.0
frl:6511901,public,file,frl:6511894,public,4fd205ae90e65e8e56fccd31ede16c5d,2025 Bodey Lecture_ Hematological Cancer and Infectious Disease.mp4,video/mp4,152182369,2025-06-26T08:01:33.048+0200,339.0
frl:6511903,public,file,frl:6511902,public,fee01fd8e4ca5e7b57fd93e1da39d1f7,Eugene-et-al_2024_Mental health dureng the Covid-19 pandemic.pdf,application/pdf,775430,2025-06-26T08:49:14.116+0200,266.0
frl:6511905,public,file,frl:6511904,public,c336ae5183cde5911a37b892ef9e0771,Khudair-et-al_2024_DE-PASS Best Evidence Statement (BESt).pdf,application/pdf,3195180,2025-06-26T10:56:03.918+0200,266.0
frl:6511907,public,file,frl:6511906,public,79afa0db09c2d32e64bd003818e44efd,Food Science   Nutrition - 2024 - Chen - D‐Chiro Inositol Supplementation and the Occurrence of Gestational Diabetes  A.pdf,application/pdf,499003,2025-06-26T11:07:37.595+0200,286.0
